@lat,@lon,addr:housenumber,addr:street,addr:postcode
51.0213043,-114.0952197,1508,37 Avenue SW,T2T 6Y1
51.0213043,-114.0953180,1510,37 Avenue SW,T2T 6Y1
51.0209665,-114.0950765,3803,14 Street SW,T2T 3W4
51.0209012,-114.0950895,3805,14 Street SW,T2T 3W4
51.0208305,-114.0950898,3807,14 Street SW,T2T 3W4
51.0207633,-114.0950888,3809,14 Street SW,T2T 3W4
51.0206947,-114.0950877,3811,14 Street SW,T2T 3W4
51.0206228,-114.0950739,3813,14 Street SW,T2T 3W4
51.0205617,-114.0950726,3815,14 Street SW,T2T 3W4
51.0204901,-114.0950280,3817,14 Street SW,T2T 3W4
51.0204210,-114.0950271,3819,14 Street SW,T2T 3W4
51.0203332,-114.0950402,3823,14 Street SW,T2T 3W4
51.0203718,-114.0964672,1530,38 Avenue SW,T2T 2J9
51.0203769,-114.0966585,1534,38 Avenue SW,T2T 2J9
51.0203612,-114.0967802,1536,38 Avenue SW,T2T 2J9
51.0203660,-114.0970477,1538,38 Avenue SW,T2T 2J9
51.0205600,-114.0972293,3816,15 Street SW,T2T 4A6
51.0206274,-114.0972226,3814,15 Street SW,T2T 4A6
51.0207327,-114.0972984,3812,15 Street SW,T2T 4A6
51.0219061,-114.0985401,1611,36 Avenue SW,T2T 2G2
51.0218806,-114.0987923,3704,15A Street SW,T2T 4C3
51.0215936,-114.0988062,3716,15A Street SW,T2T 4C3
51.0215359,-114.0987980,3716,15A Street SW,T2T 4C3
51.0215357,-114.0986392,3716,15A Street SW,T2T 4C3
51.0215934,-114.0986482,3716,15A Street SW,T2T 4C3
51.0215590,-114.0984635,3716,15A Street SW,T2T 4C3
51.0214268,-114.0987273,3720,15A Street SW,T2T 4C3
51.0214589,-114.0995056,3717,15A Street SW,T2T 4C4
51.0213938,-114.0995056,3717,15A Street SW,T2T 4C4
51.0213937,-114.0993639,3717,15A Street SW,T2T 4C4
51.0215256,-114.0993734,3715,15A Street SW,T2T 4C4
51.0216516,-114.0993527,3711,15A Street SW,T2T 4C4
51.0216558,-114.0995320,3711,15A Street SW,T2T 4C4
51.0215963,-114.0995315,3713,15A Street SW,T2T 4C4
51.0216015,-114.0993527,3713,15A Street SW,T2T 4C4
51.0220003,-114.1000698,3702,16 Street SW,T2T 4H2
51.0219407,-114.1000696,3704,16 Street SW,T2T 4H2
51.0219403,-114.1002194,3704,16 Street SW,T2T 4H2
51.0218038,-114.1002208,3708,16 Street SW,T2T 4H2
51.0218611,-114.1000786,3706,16 Street SW,T2T 4H2
51.0218035,-114.1000796,3708,16 Street SW,T2T 4H2
51.0216673,-114.1002228,3712,16 Street SW,T2T 4H2
51.0217251,-114.1000669,3710,16 Street SW,T2T 4H2
51.0216669,-114.1000681,3712,16 Street SW,T2T 4H2
51.0215893,-114.1000688,3714,16 Street SW,T2T 4H2
51.0215304,-114.1000688,3716,16 Street SW,T2T 4H2
51.0215303,-114.1002191,3716,16 Street SW,T2T 4H2
51.0214519,-114.1000810,3718,16 Street SW,T2T 4H2
51.0213939,-114.1000811,3720,16 Street SW,T2T 4H2
51.0213937,-114.1002249,3720,16 Street SW,T2T 4H2
51.0223322,-114.1008183,3605,16 Street SW,T2T 6X9
51.0224326,-114.1012148,1709,35 Avenue SW,T2T 6X9
51.0224302,-114.1016838,1717,35 Avenue SW,T2T 6X9
51.0222166,-114.1012153,1708,36 Avenue SW,T2T 6X9
51.0222140,-114.1016956,1716,36 Avenue SW,T2T 6X9
51.0222335,-114.1020749,1726,36 Avenue SW,T2T 2G3
51.0222388,-114.1021664,1728,36 Avenue SW,T2T 2G3
51.0223477,-114.1020728,1726,36 Avenue SW,T2T 2G3
51.0223529,-114.1021660,1728,36 Avenue SW,T2T 2G3
51.0222316,-114.1022710,1732,36 Avenue SW,T2T 2G3
51.0223498,-114.1022701,1732,36 Avenue SW,T2T 2G3
51.0223498,-114.1023403,1732,36 Avenue SW,T2T 2G3
51.0222340,-114.1023409,1732,36 Avenue SW,T2T 2G3
51.0222890,-114.1024039,1732,36 Avenue SW,T2T 2G3
51.0222189,-114.1025488,1736,36 Avenue SW,T2T 2G3
51.0222110,-114.1027662,1740,36 Avenue SW,T2T 2G3
51.0222322,-114.1029969,1744,36 Avenue SW,T2T 2G3
51.0222141,-114.1031932,1748,36 Avenue SW,T2T 2G3
51.0222966,-114.1031931,3624,17 Street SW,T2T 6X5
51.0224611,-114.1031925,3620,17 Street SW,T2T 6X5
51.0223787,-114.1031924,3622,17 Street SW,T2T 6X5
51.0208373,-114.0979496,3807,15 Street SW,T2T 4A7
51.0208992,-114.0979561,3805,15 Street SW,T2T 4A7
51.0207290,-114.0979399,3811,15 Street SW,T2T 4A7
51.0206271,-114.0979444,3813,15 Street SW,T2T 4A7
51.0205584,-114.0979570,3815,15 Street SW,T2T 4A7
51.0204517,-114.0979969,3819,15 Street SW,T2T 4A7
51.0203178,-114.0979228,3823,15 Street SW,T2T 4A7
51.0209979,-114.0987214,3802,15A Street SW,T2T 4C5
51.0209022,-114.0987132,3806,15A Street SW,T2T 4C5
51.0207907,-114.0987232,3810,15A Street SW,T2T 4C5
51.0206730,-114.0987228,3812,15A Street SW,T2T 4C5
51.0205957,-114.0987052,3814,15A Street SW,T2T 4C5
51.0205220,-114.0987017,3816,15A Street SW,T2T 4C5
51.0204624,-114.0987021,3818,15A Street SW,T2T 4C5
51.0203717,-114.0987102,3822,15A Street SW,T2T 4C5
51.0202862,-114.0986960,3824,15A Street SW,T2T 4C5
51.0202892,-114.0993914,3825,15A Street SW,T2T 4C6
51.0203522,-114.0993878,3823,15A Street SW,T2T 4C6
51.0205933,-114.0994032,3815,15A Street SW,T2T 4C6
51.0207054,-114.0994094,3811,15A Street SW,T2T 4C6
51.0207963,-114.0994138,3809,15A Street SW,T2T 4C6
51.0208899,-114.0994152,3807,15A Street SW,T2T 4C6
51.0210003,-114.0993540,3803,15A Street SW,T2T 4C6
51.0209775,-114.1001998,1689,37 Avenue SW,T2T 6S9
51.0209780,-114.1001215,1687,37 Avenue SW,T2T 6S9
51.0209779,-114.1000432,1685,37 Avenue SW,T2T 6S9
51.0209776,-114.0999650,1683,37 Avenue SW,T2T 6S9
51.0209775,-114.0998867,1681,37 Avenue SW,T2T 6S9
51.0208245,-114.1001775,3808,16 Street SW,T2T 4H3
51.0207638,-114.1001780,3810,16 Street SW,T2T 4H3
51.0206263,-114.1001773,3814,16 Street SW,T2T 4H3
51.0206871,-114.1001771,3812,16 Street SW,T2T 4H3
51.0204881,-114.1002065,3818,16 Street SW,T2T 4H3
51.0218338,-114.1007250,1701,36 Avenue SW,T2T 2G4
51.0218336,-114.1008142,1703,36 Avenue SW,T2T 2G4
51.0218574,-114.1009415,1705,36 Avenue SW,T2T 2G4
51.0218571,-114.1010304,1707,36 Avenue SW,T2T 2G4
51.0217660,-114.1010284,1707,36 Avenue SW,T2T 2G4
51.0217662,-114.1009433,1705,36 Avenue SW,T2T 2G4
51.0217575,-114.1011578,1709,36 Avenue SW,T2T 2G4
51.0218589,-114.1011578,1709,36 Avenue SW,T2T 2G4
51.0218595,-114.1012480,1711,36 Avenue SW,T2T 2G4
51.0217578,-114.1012478,1711,36 Avenue SW,T2T 2G4
51.0218610,-114.1013757,1713,36 Avenue SW,T2T 2G4
51.0218611,-114.1014670,1715,36 Avenue SW,T2T 2G4
51.0217583,-114.1014653,1715,36 Avenue SW,T2T 2G4
51.0217580,-114.1013760,1713,36 Avenue SW,T2T 2G4
51.0218473,-114.1016341,1719,36 Avenue SW,T2T 2G4
51.0217692,-114.1018089,1721,36 Avenue SW,T2T 2G4
51.0217686,-114.1019013,1723,36 Avenue SW,T2T 2G4
51.0218634,-114.1019013,1723,36 Avenue SW,T2T 2G4
51.0218632,-114.1018092,1721,36 Avenue SW,T2T 2G4
51.0218185,-114.1020233,1725,36 Avenue SW,T2T 2G4
51.0218110,-114.1021217,1727,36 Avenue SW,T2T 2G4
51.0217686,-114.1023349,1733,36 Avenue SW,T2T 2G4
51.0217691,-114.1022421,1731,36 Avenue SW,T2T 2G4
51.0218627,-114.1022424,1731,36 Avenue SW,T2T 2G4
51.0218627,-114.1023352,1733,36 Avenue SW,T2T 2G4
51.0218549,-114.1026781,1739,36 Avenue SW,T2T 2G4
51.0218547,-114.1027684,1741,36 Avenue SW,T2T 2G4
51.0217622,-114.1027686,1741,36 Avenue SW,T2T 2G4
51.0217624,-114.1026782,1739,36 Avenue SW,T2T 2G4
51.0218558,-114.1025535,1737,36 Avenue SW,T2T 2G4
51.0218560,-114.1024617,1735,36 Avenue SW,T2T 2G4
51.0217635,-114.1024618,1735,36 Avenue SW,T2T 2G4
51.0217636,-114.1025541,1737,36 Avenue SW,T2T 2G4
51.0218472,-114.1029435,1743,36 Avenue SW,T2T 2G4
51.0218546,-114.1031599,1747,36 Avenue SW,T2T 2G4
51.0214548,-114.1007589,3717,16 Street SW,T2T 7A6
51.0214000,-114.1007592,3719,16 Street SW,T2T 7A6
51.0213452,-114.1007590,3721,16 Street SW,T2T 7A6
51.0212885,-114.1007590,1704,37 Avenue SW,T2T 2H3
51.0213438,-114.1009357,1706,37 Avenue SW,T2T 2H3
51.0213485,-114.1010335,1708,37 Avenue SW,T2T 2H3
51.0213402,-114.1011905,1712,37 Avenue SW,T2T 2H3
51.0213476,-114.1013702,1714,37 Avenue SW,T2T 2H3
51.0213513,-114.1014708,1716,37 Avenue SW,T2T 2H3
51.0213551,-114.1015866,1718,37 Avenue SW,T2T 2H3
51.0213468,-114.1016872,1720,37 Avenue SW,T2T 2H3
51.0213609,-114.1018089,1722,37 Avenue SW,T2T 2H3
51.0213612,-114.1019058,1724,37 Avenue SW,T2T 2H3
51.0213504,-114.1020962,1728,37 Avenue SW,T2T 2H3
51.0213398,-114.1022377,1730,37 Avenue SW,T2T 2H3
51.0213473,-114.1023382,1732,37 Avenue SW,T2T 2H3
51.0213485,-114.1024564,1734,37 Avenue SW,T2T 2H3
51.0213532,-114.1025568,1736,37 Avenue SW,T2T 2H3
51.0213457,-114.1026736,1738,37 Avenue SW,T2T 2H3
51.0213482,-114.1027729,1740,37 Avenue SW,T2T 2H3
51.0213454,-114.1028921,1742,37 Avenue SW,T2T 2H3
51.0213541,-114.1029897,1744,37 Avenue SW,T2T 2H3
51.0213612,-114.1031038,1746,37 Avenue SW,T2T 2H3
51.0213454,-114.1032232,1748,37 Avenue SW,T2T 2H3
51.0218962,-114.1037159,3703,17 Street SW,T2T 6N3
51.0218420,-114.1037155,3707,17 Street SW,T2T 6N3
51.0217916,-114.1037156,3711,17 Street SW,T2T 6N3
51.0217414,-114.1037156,3715,17 Street SW,T2T 6N3
51.0216885,-114.1037162,3719,17 Street SW,T2T 6N3
51.0218673,-114.1039499,1807,37 Avenue SW,T2T 2G6
51.0218672,-114.1040458,1811,37 Avenue SW,T2T 2G6
51.0218673,-114.1041394,1815,37 Avenue SW,T2T 2G6
51.0218672,-114.1042335,1819,37 Avenue SW,T2T 2G6
51.0218672,-114.1043266,1823,37 Avenue SW,T2T 2G6
51.0218672,-114.1044223,1827,37 Avenue SW,T2T 2G6
51.0217063,-114.1043705,1851,37 Avenue SW,T2T 2G6
51.0217062,-114.1042706,1847,37 Avenue SW,T2T 2G6
51.0217066,-114.1041737,1843,37 Avenue SW,T2T 2G6
51.0217066,-114.1040756,1839,37 Avenue SW,T2T 2G6
51.0217070,-114.1039507,1835,37 Avenue SW,T2T 2G6
51.0217883,-114.1048651,1909,37 Avenue SW,T2T 2G6
51.0218648,-114.1057819,1963,37 Avenue SW,T2T 2G6
51.0218648,-114.1056862,1957,37 Avenue SW,T2T 2G6
51.0218649,-114.1055931,1953,37 Avenue SW,T2T 2G6
51.0218649,-114.1054990,1949,37 Avenue SW,T2T 2G6
51.0218648,-114.1054054,1945,37 Avenue SW,T2T 2G6
51.0218649,-114.1053096,1941,37 Avenue SW,T2T 2G6
51.0217025,-114.1057713,1933,37 Avenue SW,T2T 2G6
51.0217030,-114.1056462,1929,37 Avenue SW,T2T 2G6
51.0217035,-114.1055489,1925,37 Avenue SW,T2T 2G6
51.0217040,-114.1054515,1921,37 Avenue SW,T2T 2G6
51.0217044,-114.1053517,1917,37 Avenue SW,T2T 2G6
51.0218931,-114.1060204,3704,19 Street SW,T2T 6N4
51.0218385,-114.1060207,3708,19 Street SW,T2T 6N4
51.0217884,-114.1060205,3712,19 Street SW,T2T 6N4
51.0217382,-114.1060203,3716,19 Street SW,T2T 6N4
51.0216853,-114.1060195,3720,19 Street SW,T2T 6N4
51.0381359,-114.0192643,1808,17 Avenue SE,T2G 1K4
51.0381365,-114.0189771,1812,17 Avenue SE,T2G 1K4
51.0383884,-114.0167405,35,Inglewood Park SE,T2G 1B5
51.0383710,-114.0172309,17,Inglewood Park SE,T2G 0M2
51.0383747,-114.0157286,63,Inglewood Park SE,T2G 1B7
51.0352957,-114.0189017,1918,9 Avenue SE,T2G 0V2
51.0352905,-114.0191502,1914,9 Avenue SE,T2G 0V2
51.0349047,-114.0182355,1934,9 Avenue SE,T2G 0V2
51.0358052,-114.0217669,1801,9 Avenue SE,T2G 0V1
51.0357102,-114.0210357,1817,9 Avenue SE,T2G 0V1
51.0353896,-114.0206445,1839,9 Avenue SE,T2G 0V1
51.0361592,-114.0205284,1840,9 Avenue SE,T2G 0T8
51.0838754,-114.0504879,609,35 Avenue NE,T2E 2L2
51.0838672,-114.0520966,507,35 Avenue NE,T2E 2K9
51.0853284,-114.0515994,3704,Edmonton Trail NE,T2E 3P4
51.0851898,-114.0511561,520,36 Avenue NE,T2E 2L7
51.0219881,-114.1087759,2041,35 Avenue SW,T2T 2E2
51.0220101,-114.1085867,2039,35 Avenue SW,T2T 2E2
51.0220067,-114.1083881,2037,35 Avenue SW,T2T 2E2
51.0220018,-114.1083018,2035,35 Avenue SW,T2T 2E2
51.0220236,-114.1081942,2033,35 Avenue SW,T2T 2E2
51.0220340,-114.1080871,2031,35 Avenue SW,T2T 2E2
51.0220388,-114.1079806,2029,35 Avenue SW,T2T 2E2
51.0220370,-114.1078693,2027,35 Avenue SW,T2T 2E2
51.0220362,-114.1077624,2025,35 Avenue SW,T2T 2E2
51.0219927,-114.1076000,2023,35 Avenue SW,T2T 2E2
51.0219930,-114.1074871,2021,35 Avenue SW,T2T 2E2
51.0219785,-114.1073267,2015,35 Avenue SW,T2T 2E2
51.0220001,-114.1072188,2013,35 Avenue SW,T2T 2E2
51.0220143,-114.1071093,2011,35 Avenue SW,T2T 2E2
51.0219762,-114.1070026,2009,35 Avenue SW,T2T 2E2
51.0219879,-114.1068883,2007,35 Avenue SW,T2T 2E2
51.0220029,-114.1067846,2005,35 Avenue SW,T2T 2E2
51.0219935,-114.1066691,2003,35 Avenue SW,T2T 2E2
51.0219948,-114.1065401,2001,35 Avenue SW,T2T 2E2
51.0217364,-114.1065426,2002,36 Avenue SW,T2T 2G7
51.0217123,-114.1066642,2004,36 Avenue SW,T2T 2G7
51.0217220,-114.1067862,2006,36 Avenue SW,T2T 2G7
51.0217193,-114.1068973,2008,36 Avenue SW,T2T 2G7
51.0217039,-114.1071167,2012,36 Avenue SW,T2T 2G7
51.0217018,-114.1072991,2016,36 Avenue SW,T2T 2G7
51.0217294,-114.1074831,2020,36 Avenue SW,T2T 2G7
51.0217224,-114.1076628,2022,36 Avenue SW,T2T 2G7
51.0217241,-114.1077593,2024,36 Avenue SW,T2T 2G7
51.0217299,-114.1078746,2026,36 Avenue SW,T2T 2G7
51.0217301,-114.1079711,2028,36 Avenue SW,T2T 2G7
51.0217203,-114.1081746,2032,36 Avenue SW,T2T 2G7
51.0217226,-114.1083791,2034,36 Avenue SW,T2T 2G7
51.0217230,-114.1084984,2036,36 Avenue SW,T2T 2G7
51.0217198,-114.1086347,2038,36 Avenue SW,T2T 2G7
51.0217196,-114.1087337,2040,36 Avenue SW,T2T 2G7
51.0216872,-114.1088489,2042,36 Avenue SW,T2T 2G7
51.0216931,-114.1089679,2044,36 Avenue SW,T2T 2G7
51.0216936,-114.1090574,2048,36 Avenue SW,T2T 2G7
51.0217692,-114.1090072,3618,20 Street SW,T2T 5X9
51.0218222,-114.1090098,3614,20 Street SW,T2T 5X9
51.0218771,-114.1090096,3610,20 Street SW,T2T 5X9
51.0219306,-114.1090096,3606,20 Street SW,T2T 5X9
51.0220070,-114.1090583,2047,35 Avenue SW,T2T 2E2
51.0220067,-114.1089678,2043,35 Avenue SW,T2T 2E2
51.0212760,-114.1089997,3704,20 Street SW,T2T 4Z8
51.0213374,-114.1088192,2043,36 Avenue SW,T2T 2G8
51.0213377,-114.1086791,2041,36 Avenue SW,T2T 2G8
51.0213357,-114.1084671,2037,36 Avenue SW,T2T 2G8
51.0212970,-114.1083013,2033,36 Avenue SW,T2T 2G8
51.0213115,-114.1081943,2031,36 Avenue SW,T2T 2G8
51.0213315,-114.1080596,2029,36 Avenue SW,T2T 2G8
51.0213061,-114.1078679,2025,36 Avenue SW,T2T 2G8
51.0213040,-114.1077544,2023,36 Avenue SW,T2T 2G8
51.0212768,-114.1076538,2021,36 Avenue SW,T2T 2G8
51.0212770,-114.1075465,2019,36 Avenue SW,T2T 2G8
51.0212764,-114.1074374,2017,36 Avenue SW,T2T 2G8
51.0213098,-114.1073255,2015,36 Avenue SW,T2T 2G8
51.0213141,-114.1072171,2013,36 Avenue SW,T2T 2G8
51.0213256,-114.1071038,2011,36 Avenue SW,T2T 2G8
51.0213251,-114.1070029,2009,36 Avenue SW,T2T 2G8
51.0213135,-114.1068846,2007,36 Avenue SW,T2T 2G8
51.0213135,-114.1067869,2005,36 Avenue SW,T2T 2G8
51.0213204,-114.1066562,2003,36 Avenue SW,T2T 2G8
51.0213210,-114.1065348,2001,36 Avenue SW,T2T 2G8
51.0213685,-114.1037287,1804,37 Avenue SW,T2T 2H4
51.0213808,-114.1036259,1802,37 Avenue SW,T2T 2H4
51.0213662,-114.1038528,1806,37 Avenue SW,T2T 2H4
51.0213631,-114.1039480,1808,37 Avenue SW,T2T 2H4
51.0213439,-114.1040657,1810,37 Avenue SW,T2T 2H4
51.0213435,-114.1041632,1812,37 Avenue SW,T2T 2H4
51.0213539,-114.1042858,1814,37 Avenue SW,T2T 2H4
51.0213539,-114.1043815,1816,37 Avenue SW,T2T 2H4
51.0213404,-114.1045043,1820,37 Avenue SW,T2T 2H4
51.0213338,-114.1046032,1822,37 Avenue SW,T2T 2H4
51.0213355,-114.1047199,1824,37 Avenue SW,T2T 2H4
51.0213384,-114.1048205,1826,37 Avenue SW,T2T 2H4
51.0213397,-114.1049383,1902,37 Avenue SW,T2T 2H4
51.0213447,-114.1050388,1904,37 Avenue SW,T2T 2H4
51.0213385,-114.1051563,1906,37 Avenue SW,T2T 2H4
51.0213379,-114.1052484,1908,37 Avenue SW,T2T 2H4
51.0213342,-114.1053998,1912,37 Avenue SW,T2T 2H4
51.0213379,-114.1055834,1914,37 Avenue SW,T2T 2H4
51.0213368,-114.1056910,1916,37 Avenue SW,T2T 2H4
51.0213375,-114.1058005,1918,37 Avenue SW,T2T 2H4
51.0213645,-114.1059092,1920,37 Avenue SW,T2T 2H4
51.0213394,-114.1060202,1922,37 Avenue SW,T2T 2H4
51.0213431,-114.1061092,1924,37 Avenue SW,T2T 2H4
51.0208075,-114.1065545,3799,19 Street SW,T2T 6P9
51.0208533,-114.1066855,2004,37 Avenue SW,T2T 2H5
51.0208205,-114.1068473,2008,37 Avenue SW,T2T 2H5
51.0208201,-114.1069770,2010,37 Avenue SW,T2T 2H5
51.0208033,-114.1071136,2012,37 Avenue SW,T2T 2H5
51.0208035,-114.1072072,2014,37 Avenue SW,T2T 2H5
51.0208103,-114.1073235,2016,37 Avenue SW,T2T 2H5
51.0208215,-114.1074317,2018,37 Avenue SW,T2T 2H5
51.0208219,-114.1075388,2020,37 Avenue SW,T2T 2H5
51.0208071,-114.1076561,2022,37 Avenue SW,T2T 2H5
51.0208161,-114.1077544,2024,37 Avenue SW,T2T 2H5
51.0208012,-114.1078731,2026,37 Avenue SW,T2T 2H5
51.0208085,-114.1079722,2028,37 Avenue SW,T2T 2H5
51.0208166,-114.1080898,2030,37 Avenue SW,T2T 2H5
51.0208112,-114.1081869,2032,37 Avenue SW,T2T 2H5
51.0207821,-114.1083568,2036,37 Avenue SW,T2T 2H5
51.0208075,-114.1085232,2038,37 Avenue SW,T2T 2H5
51.0208073,-114.1086234,2040,37 Avenue SW,T2T 2H5
51.0207991,-114.1087907,2044,37 Avenue SW,T2T 2H5
51.0207800,-114.1090096,2048,37 Avenue SW,T2T 2H5
51.0203842,-114.1089573,2047,37 Avenue SW,T2T 2H6
51.0203688,-114.1090597,2049,37 Avenue SW,T2T 2H6
51.0203667,-114.1088442,2045,37 Avenue SW,T2T 2H6
51.0203702,-114.1087348,2043,37 Avenue SW,T2T 2H6
51.0203852,-114.1085724,2039,37 Avenue SW,T2T 2H6
51.0203894,-114.1083560,2035,37 Avenue SW,T2T 2H6
51.0203744,-114.1081937,2031,37 Avenue SW,T2T 2H6
51.0203740,-114.1080839,2029,37 Avenue SW,T2T 2H6
51.0203784,-114.1079750,2027,37 Avenue SW,T2T 2H6
51.0203717,-114.1078666,2025,37 Avenue SW,T2T 2H6
51.0203713,-114.1077579,2023,37 Avenue SW,T2T 2H6
51.0203728,-114.1076489,2021,37 Avenue SW,T2T 2H6
51.0203970,-114.1074924,2019,37 Avenue SW,T2T 2H6
51.0203850,-114.1072836,2015,37 Avenue SW,T2T 2H6
51.0204013,-114.1071074,2011,37 Avenue SW,T2T 2H6
51.0204023,-114.1069988,2009,37 Avenue SW,T2T 2H6
51.0200431,-114.1065792,3855,19 Street SW,T2T 4X8
51.0198629,-114.1065427,2004,38 Avenue SW,T2T 2K4
51.0198573,-114.1066785,2006,38 Avenue SW,T2T 2K4
51.0199080,-114.1068380,2008,38 Avenue SW,T2T 2K4
51.0198948,-114.1070059,2012,38 Avenue SW,T2T 2K4
51.0199036,-114.1071871,2016,38 Avenue SW,T2T 2K4
51.0199272,-114.1074186,2018,38 Avenue SW,T2T 2K4
51.0198940,-114.1076534,2024,38 Avenue SW,T2T 2K4
51.0198937,-114.1077515,2026,38 Avenue SW,T2T 2K4
51.0198803,-114.1078697,2028,38 Avenue SW,T2T 2K4
51.0198756,-114.1079699,2030,38 Avenue SW,T2T 2K4
51.0198725,-114.1081330,2032,38 Avenue SW,T2T 2K4
51.0198845,-114.1083053,2036,38 Avenue SW,T2T 2K4
51.0198911,-114.1084058,2038,38 Avenue SW,T2T 2K4
51.0198859,-114.1085190,2040,38 Avenue SW,T2T 2K4
51.0198932,-114.1086206,2042,38 Avenue SW,T2T 2K4
51.0198864,-114.1087906,2044,38 Avenue SW,T2T 2K4
51.0198581,-114.1089946,2048,38 Avenue SW,T2T 2K4
51.0195159,-114.1066753,3903,19 Street SW,T2T 4Y1
51.0194112,-114.1066484,3905,19 Street SW,T2T 4Y1
51.0193475,-114.1066473,3907,19 Street SW,T2T 4Y1
51.0192742,-114.1066455,3909,19 Street SW,T2T 4Y1
51.0192115,-114.1066652,3911,19 Street SW,T2T 4Y1
51.0190967,-114.1066346,3915,19 Street SW,T2T 4Y1
51.0189779,-114.1066472,3919,19 Street SW,T2T 4Y1
51.0188667,-114.1066785,3921,19 Street SW,T2T 4Y1
51.0187976,-114.1066744,3923,19 Street SW,T2T 4Y1
51.0187041,-114.1066719,4005,19 Street SW,T2T 4Y1
51.0186040,-114.1066564,4007,19 Street SW,T2T 4Y1
51.0185424,-114.1066560,4009,19 Street SW,T2T 4Y1
51.0184687,-114.1066630,4011,19 Street SW,T2T 4Y1
51.0184035,-114.1066517,4013,19 Street SW,T2T 4Y1
51.0182977,-114.1066267,4015,19 Street SW,T2T 4Y1
51.0181636,-114.1066476,4019,19 Street SW,T2T 4Y1
51.0180584,-114.1066549,4023,19 Street SW,T2T 4Y1
51.0179947,-114.1066842,2006,40 Avenue SW,T2T 4M6
51.0209740,-114.1060002,3804,19 Street SW,T2T 4X7
51.0208825,-114.1059635,3806,19 Street SW,T2T 4X7
51.0207548,-114.1059334,3810,19 Street SW,T2T 4X7
51.0206868,-114.1059213,3812,19 Street SW,T2T 4X7
51.0206192,-114.1059474,3814,19 Street SW,T2T 4X7
51.0205499,-114.1059743,3816,19 Street SW,T2T 4X7
51.0204814,-114.1059790,3818,19 Street SW,T2T 4X7
51.0204108,-114.1059935,3820,19 Street SW,T2T 4X7
51.0203415,-114.1059751,3822,19 Street SW,T2T 4X7
51.0202750,-114.1059642,3424,19 Street SW,T2T 4X7
51.0210136,-114.1052136,1907,37 Avenue SW,T2T 6R6
51.0209538,-114.1052045,3803,18 Street SW,T2T 4V2
51.0208856,-114.1051860,3805,18 Street SW,T2T 4V2
51.0208265,-114.1051909,3807,18 Street SW,T2T 4V2
51.0207449,-114.1051746,3809,18 Street SW,T2T 4V2
51.0206416,-114.1051553,3811,18 Street SW,T2T 4V2
51.0205505,-114.1052172,3813,18 Street SW,T2T 4V2
51.0204827,-114.1052337,3815,18 Street SW,T2T 4V2
51.0204111,-114.1052332,3817,18 Street SW,T2T 4V2
51.0203457,-114.1052155,3819,18 Street SW,T2T 4V2
51.0202745,-114.1052064,3821,18 Street SW,T2T 4V2
51.0209897,-114.1045433,3802,18 Street SW,T2T 4V1
51.0208915,-114.1045002,3804,18 Street SW,T2T 4V1
51.0208298,-114.1045303,3806,18 Street SW,T2T 4V1
51.0207257,-114.1045130,3810,18 Street SW,T2T 4V1
51.0206000,-114.1045299,3814,18 Street SW,T2T 4V1
51.0204839,-114.1045197,3818,18 Street SW,T2T 4V1
51.0204157,-114.1045204,3820,18 Street SW,T2T 4V1
51.0203119,-114.1046285,3824,18 Street SW,T2T 4V1
51.0203118,-114.1045435,1846,38 Avenue SW,T2T 6Y3
51.0203118,-114.1044627,1844,38 Avenue SW,T2T 6Y3
51.0203122,-114.1043824,1842,38 Avenue SW,T2T 6Y3
51.0209883,-114.1037865,3801,17 Street SW,T2T 4P1
51.0208315,-114.1037582,3809,17 Street SW,T2T 4P1
51.0208954,-114.1037554,3807,17 Street SW,T2T 4P1
51.0207258,-114.1037132,3811,17 Street SW,T2T 4P1
51.0206197,-114.1037700,3815,17 Street SW,T2T 4P1
51.0205569,-114.1037698,3817,17 Street SW,T2T 4P1
51.0204846,-114.1037751,3819,17 Street SW,T2T 4P1
51.0204120,-114.1037623,3821,17 Street SW,T2T 4P1
51.0203123,-114.1038936,1826,38 Avenue SW,T2T 6X8
51.0203122,-114.1038131,1824,38 Avenue SW,T2T 6X8
51.0203122,-114.1037323,1822,38 Avenue SW,T2T 6X8
51.0203123,-114.1036474,3825,17 Street SW,T2T 4P1
51.1268810,-114.2762225,112,Waterpointe Court,T3L0H6
51.0209896,-114.1030801,3804,17 Street SW,T2T 4N9
51.0208943,-114.1030655,3808,17 Street SW,T2T 4N9
51.0208299,-114.1030733,3810,17 Street SW,T2T 4N9
51.0206952,-114.1030932,3814,17 Street SW,T2T 4N9
51.0207580,-114.1030852,3812,17 Street SW,T2T 4N9
51.0206204,-114.1030889,3816,17 Street SW,T2T 4N9
51.0205563,-114.1030816,3818,17 Street SW,T2T 4N9
51.0204829,-114.1030859,3820,17 Street SW,T2T 4N9
51.0204200,-114.1030913,3822,17 Street SW,T2T 4N9
51.0203494,-114.1030812,3824,17 Street SW,T2T 4N9
51.0202750,-114.1030801,3826,17 Street SW,T2T 4N9
51.0209863,-114.1022756,3803,16A Street SW,T2T 4K7
51.0208949,-114.1023067,3807,16A Street SW,T2T 4K7
51.0208319,-114.1022963,3809,16A Street SW,T2T 4K7
51.0207338,-114.1022944,3811,16A Street SW,T2T 4K7
51.0206125,-114.1023168,3815,16A Street SW,T2T 4K7
